INFO:root:Start SimCLR training for 100 epochs.
INFO:root:Disable gpu: False.
DEBUG:root:Epoch: 0	Loss: 6.162578582763672	Top1 accuracy: 1.26953125
DEBUG:root:Epoch: 1	Loss: 5.683375358581543	Top1 accuracy: 3.61328125
DEBUG:root:Epoch: 2	Loss: 5.222631931304932	Top1 accuracy: 9.9609375
DEBUG:root:Epoch: 3	Loss: 4.605640888214111	Top1 accuracy: 15.0390625
DEBUG:root:Epoch: 4	Loss: 3.957130193710327	Top1 accuracy: 24.0234375
DEBUG:root:Epoch: 5	Loss: 3.6938908100128174	Top1 accuracy: 33.88671875
DEBUG:root:Epoch: 6	Loss: 3.5450353622436523	Top1 accuracy: 36.42578125
DEBUG:root:Epoch: 7	Loss: 3.2312655448913574	Top1 accuracy: 42.3828125
DEBUG:root:Epoch: 8	Loss: 3.128176689147949	Top1 accuracy: 42.67578125
DEBUG:root:Epoch: 9	Loss: 3.0063252449035645	Top1 accuracy: 42.48046875
DEBUG:root:Epoch: 10	Loss: 2.9324610233306885	Top1 accuracy: 46.6796875
DEBUG:root:Epoch: 11	Loss: 2.7232892513275146	Top1 accuracy: 47.16796875
DEBUG:root:Epoch: 12	Loss: 2.8951690196990967	Top1 accuracy: 51.7578125
DEBUG:root:Epoch: 13	Loss: 2.746352195739746	Top1 accuracy: 50.29296875
DEBUG:root:Epoch: 14	Loss: 2.650005340576172	Top1 accuracy: 55.95703125
DEBUG:root:Epoch: 15	Loss: 2.5625271797180176	Top1 accuracy: 55.76171875
DEBUG:root:Epoch: 16	Loss: 2.540879249572754	Top1 accuracy: 58.3984375
DEBUG:root:Epoch: 17	Loss: 2.5016067028045654	Top1 accuracy: 56.15234375
DEBUG:root:Epoch: 18	Loss: 2.445805788040161	Top1 accuracy: 56.54296875
DEBUG:root:Epoch: 19	Loss: 2.5968515872955322	Top1 accuracy: 54.6875
DEBUG:root:Epoch: 20	Loss: 2.385154962539673	Top1 accuracy: 59.08203125
DEBUG:root:Epoch: 21	Loss: 2.4198110103607178	Top1 accuracy: 62.01171875
DEBUG:root:Epoch: 22	Loss: 2.1265456676483154	Top1 accuracy: 60.3515625
DEBUG:root:Epoch: 23	Loss: 2.1643898487091064	Top1 accuracy: 63.76953125
DEBUG:root:Epoch: 24	Loss: 2.144265651702881	Top1 accuracy: 61.328125
DEBUG:root:Epoch: 25	Loss: 2.0911781787872314	Top1 accuracy: 58.49609375
DEBUG:root:Epoch: 26	Loss: 2.176298141479492	Top1 accuracy: 64.84375
DEBUG:root:Epoch: 27	Loss: 2.1196162700653076	Top1 accuracy: 56.640625
DEBUG:root:Epoch: 28	Loss: 2.151724338531494	Top1 accuracy: 66.015625
DEBUG:root:Epoch: 29	Loss: 2.02333402633667	Top1 accuracy: 60.546875
DEBUG:root:Epoch: 30	Loss: 2.026017665863037	Top1 accuracy: 61.03515625
DEBUG:root:Epoch: 31	Loss: 2.0563182830810547	Top1 accuracy: 63.37890625
DEBUG:root:Epoch: 32	Loss: 2.0327980518341064	Top1 accuracy: 65.234375
DEBUG:root:Epoch: 33	Loss: 2.1127114295959473	Top1 accuracy: 65.234375
DEBUG:root:Epoch: 34	Loss: 1.893943428993225	Top1 accuracy: 60.9375
DEBUG:root:Epoch: 35	Loss: 2.0588185787200928	Top1 accuracy: 68.84765625
DEBUG:root:Epoch: 36	Loss: 1.9856566190719604	Top1 accuracy: 66.11328125
DEBUG:root:Epoch: 37	Loss: 2.09122371673584	Top1 accuracy: 66.6015625
DEBUG:root:Epoch: 38	Loss: 2.038672685623169	Top1 accuracy: 64.2578125
DEBUG:root:Epoch: 39	Loss: 2.1221392154693604	Top1 accuracy: 69.62890625
DEBUG:root:Epoch: 40	Loss: 2.0687453746795654	Top1 accuracy: 63.37890625
DEBUG:root:Epoch: 41	Loss: 1.8847848176956177	Top1 accuracy: 66.89453125
DEBUG:root:Epoch: 42	Loss: 1.894574761390686	Top1 accuracy: 70.80078125
DEBUG:root:Epoch: 43	Loss: 1.7407450675964355	Top1 accuracy: 68.1640625
DEBUG:root:Epoch: 44	Loss: 1.86594820022583	Top1 accuracy: 68.06640625
DEBUG:root:Epoch: 45	Loss: 1.7703710794448853	Top1 accuracy: 72.36328125
DEBUG:root:Epoch: 46	Loss: 2.0011937618255615	Top1 accuracy: 69.140625
DEBUG:root:Epoch: 47	Loss: 1.860308051109314	Top1 accuracy: 71.58203125
DEBUG:root:Epoch: 48	Loss: 1.7724400758743286	Top1 accuracy: 67.7734375
DEBUG:root:Epoch: 49	Loss: 1.7401543855667114	Top1 accuracy: 65.72265625
DEBUG:root:Epoch: 50	Loss: 1.8410396575927734	Top1 accuracy: 66.9921875
DEBUG:root:Epoch: 51	Loss: 1.8734891414642334	Top1 accuracy: 66.89453125
DEBUG:root:Epoch: 52	Loss: 1.9891854524612427	Top1 accuracy: 66.6015625
DEBUG:root:Epoch: 53	Loss: 1.819823145866394	Top1 accuracy: 73.14453125
DEBUG:root:Epoch: 54	Loss: 1.6605499982833862	Top1 accuracy: 72.265625
DEBUG:root:Epoch: 55	Loss: 1.6665157079696655	Top1 accuracy: 70.21484375
DEBUG:root:Epoch: 56	Loss: 1.8168212175369263	Top1 accuracy: 72.55859375
DEBUG:root:Epoch: 57	Loss: 1.829139232635498	Top1 accuracy: 72.16796875
DEBUG:root:Epoch: 58	Loss: 1.6884629726409912	Top1 accuracy: 72.4609375
DEBUG:root:Epoch: 59	Loss: 1.6348010301589966	Top1 accuracy: 74.4140625
DEBUG:root:Epoch: 60	Loss: 1.6662284135818481	Top1 accuracy: 68.9453125
DEBUG:root:Epoch: 61	Loss: 1.8136441707611084	Top1 accuracy: 71.19140625
DEBUG:root:Epoch: 62	Loss: 1.7601218223571777	Top1 accuracy: 73.828125
DEBUG:root:Epoch: 63	Loss: 1.60152268409729	Top1 accuracy: 72.75390625
DEBUG:root:Epoch: 64	Loss: 1.5824302434921265	Top1 accuracy: 74.12109375
DEBUG:root:Epoch: 65	Loss: 1.5310547351837158	Top1 accuracy: 66.6015625
DEBUG:root:Epoch: 66	Loss: 1.7015067338943481	Top1 accuracy: 66.6015625
DEBUG:root:Epoch: 67	Loss: 1.6317110061645508	Top1 accuracy: 72.16796875
DEBUG:root:Epoch: 68	Loss: 1.5376077890396118	Top1 accuracy: 71.19140625
DEBUG:root:Epoch: 69	Loss: 1.4073824882507324	Top1 accuracy: 69.921875
DEBUG:root:Epoch: 70	Loss: 1.5747170448303223	Top1 accuracy: 73.6328125
DEBUG:root:Epoch: 71	Loss: 1.6131234169006348	Top1 accuracy: 73.4375
DEBUG:root:Epoch: 72	Loss: 1.4660396575927734	Top1 accuracy: 69.23828125
DEBUG:root:Epoch: 73	Loss: 1.6073434352874756	Top1 accuracy: 73.14453125
DEBUG:root:Epoch: 74	Loss: 1.4168245792388916	Top1 accuracy: 71.77734375
DEBUG:root:Epoch: 75	Loss: 1.6820034980773926	Top1 accuracy: 70.60546875
DEBUG:root:Epoch: 76	Loss: 1.6389117240905762	Top1 accuracy: 73.53515625
DEBUG:root:Epoch: 77	Loss: 1.4752495288848877	Top1 accuracy: 74.0234375
DEBUG:root:Epoch: 78	Loss: 1.5341167449951172	Top1 accuracy: 72.94921875
DEBUG:root:Epoch: 79	Loss: 1.5745171308517456	Top1 accuracy: 73.53515625
DEBUG:root:Epoch: 80	Loss: 1.6751883029937744	Top1 accuracy: 73.2421875
DEBUG:root:Epoch: 81	Loss: 1.5221457481384277	Top1 accuracy: 73.2421875
DEBUG:root:Epoch: 82	Loss: 1.4379740953445435	Top1 accuracy: 74.51171875
DEBUG:root:Epoch: 83	Loss: 1.446911334991455	Top1 accuracy: 77.34375
DEBUG:root:Epoch: 84	Loss: 1.4925775527954102	Top1 accuracy: 71.875
DEBUG:root:Epoch: 85	Loss: 1.4774045944213867	Top1 accuracy: 72.16796875
DEBUG:root:Epoch: 86	Loss: 1.5755031108856201	Top1 accuracy: 69.62890625
DEBUG:root:Epoch: 87	Loss: 1.5521726608276367	Top1 accuracy: 68.06640625
DEBUG:root:Epoch: 88	Loss: 1.4783093929290771	Top1 accuracy: 75.68359375
DEBUG:root:Epoch: 89	Loss: 1.6159311532974243	Top1 accuracy: 76.07421875
DEBUG:root:Epoch: 90	Loss: 1.467990517616272	Top1 accuracy: 79.58984375
DEBUG:root:Epoch: 91	Loss: 1.6778569221496582	Top1 accuracy: 75.87890625
DEBUG:root:Epoch: 92	Loss: 1.3294769525527954	Top1 accuracy: 73.4375
DEBUG:root:Epoch: 93	Loss: 1.403469443321228	Top1 accuracy: 72.265625
DEBUG:root:Epoch: 94	Loss: 1.4572629928588867	Top1 accuracy: 74.70703125
DEBUG:root:Epoch: 95	Loss: 1.574643611907959	Top1 accuracy: 76.07421875
DEBUG:root:Epoch: 96	Loss: 1.487695574760437	Top1 accuracy: 75.78125
DEBUG:root:Epoch: 97	Loss: 1.5258193016052246	Top1 accuracy: 75.78125
DEBUG:root:Epoch: 98	Loss: 1.4674776792526245	Top1 accuracy: 71.58203125
DEBUG:root:Epoch: 99	Loss: 1.478484869003296	Top1 accuracy: 71.58203125
INFO:root:Training has finished.
INFO:root:Model checkpoint and metadata has been saved at runs/Jun25_15-00-16_user-AS-4124GS-TNR.
