INFO:root:Start Supervised training for 100 epochs.
INFO:root:Disable gpu: False.
DEBUG:root:Epoch: 0	Loss: 4.199801921844482	Top1 accuracy: 0.78125
DEBUG:root:Epoch: 1	Loss: 4.039921760559082	Top1 accuracy: 5.859375
DEBUG:root:Epoch: 2	Loss: 4.019404888153076	Top1 accuracy: 8.7890625
DEBUG:root:Epoch: 3	Loss: 3.7472524642944336	Top1 accuracy: 9.9609375
DEBUG:root:Epoch: 4	Loss: 3.5980920791625977	Top1 accuracy: 13.28125
DEBUG:root:Epoch: 5	Loss: 3.325427770614624	Top1 accuracy: 13.671875
DEBUG:root:Epoch: 6	Loss: 3.5022499561309814	Top1 accuracy: 21.875
DEBUG:root:Epoch: 7	Loss: 3.1766350269317627	Top1 accuracy: 21.484375
DEBUG:root:Epoch: 8	Loss: 3.1970624923706055	Top1 accuracy: 20.703125
DEBUG:root:Epoch: 9	Loss: 3.0120182037353516	Top1 accuracy: 25.1953125
DEBUG:root:Epoch: 10	Loss: 3.053274631500244	Top1 accuracy: 28.515625
DEBUG:root:Epoch: 11	Loss: 2.7399210929870605	Top1 accuracy: 28.125
DEBUG:root:Epoch: 12	Loss: 2.702960729598999	Top1 accuracy: 31.0546875
DEBUG:root:Epoch: 13	Loss: 2.8153011798858643	Top1 accuracy: 28.7109375
DEBUG:root:Epoch: 14	Loss: 2.556264877319336	Top1 accuracy: 31.640625
DEBUG:root:Epoch: 15	Loss: 2.7268004417419434	Top1 accuracy: 30.46875
DEBUG:root:Epoch: 16	Loss: 2.6248416900634766	Top1 accuracy: 34.1796875
DEBUG:root:Epoch: 17	Loss: 2.574866533279419	Top1 accuracy: 37.890625
DEBUG:root:Epoch: 18	Loss: 2.5729410648345947	Top1 accuracy: 35.3515625
DEBUG:root:Epoch: 19	Loss: 2.5004172325134277	Top1 accuracy: 34.765625
DEBUG:root:Epoch: 20	Loss: 2.5880088806152344	Top1 accuracy: 37.5
DEBUG:root:Epoch: 21	Loss: 2.4728355407714844	Top1 accuracy: 38.28125
DEBUG:root:Epoch: 22	Loss: 2.426168918609619	Top1 accuracy: 37.890625
DEBUG:root:Epoch: 23	Loss: 2.5351390838623047	Top1 accuracy: 36.9140625
DEBUG:root:Epoch: 24	Loss: 2.377819299697876	Top1 accuracy: 40.0390625
DEBUG:root:Epoch: 25	Loss: 2.260183334350586	Top1 accuracy: 40.625
DEBUG:root:Epoch: 26	Loss: 2.37381911277771	Top1 accuracy: 39.0625
DEBUG:root:Epoch: 27	Loss: 2.3225290775299072	Top1 accuracy: 40.8203125
DEBUG:root:Epoch: 28	Loss: 2.454557180404663	Top1 accuracy: 46.2890625
DEBUG:root:Epoch: 29	Loss: 2.25688099861145	Top1 accuracy: 46.6796875
DEBUG:root:Epoch: 30	Loss: 2.182922840118408	Top1 accuracy: 47.265625
DEBUG:root:Epoch: 31	Loss: 2.0974745750427246	Top1 accuracy: 44.53125
DEBUG:root:Epoch: 32	Loss: 2.0098273754119873	Top1 accuracy: 49.8046875
DEBUG:root:Epoch: 33	Loss: 2.01466965675354	Top1 accuracy: 49.8046875
DEBUG:root:Epoch: 34	Loss: 2.15413236618042	Top1 accuracy: 50.1953125
DEBUG:root:Epoch: 35	Loss: 2.025686740875244	Top1 accuracy: 42.96875
DEBUG:root:Epoch: 36	Loss: 2.090075731277466	Top1 accuracy: 45.5078125
DEBUG:root:Epoch: 37	Loss: 2.1718032360076904	Top1 accuracy: 47.65625
DEBUG:root:Epoch: 38	Loss: 2.0730676651000977	Top1 accuracy: 47.0703125
DEBUG:root:Epoch: 39	Loss: 2.040969133377075	Top1 accuracy: 48.6328125
DEBUG:root:Epoch: 40	Loss: 2.0334882736206055	Top1 accuracy: 53.125
DEBUG:root:Epoch: 41	Loss: 2.0067553520202637	Top1 accuracy: 49.4140625
DEBUG:root:Epoch: 42	Loss: 2.0311145782470703	Top1 accuracy: 53.90625
DEBUG:root:Epoch: 43	Loss: 2.0099267959594727	Top1 accuracy: 51.171875
DEBUG:root:Epoch: 44	Loss: 2.0525612831115723	Top1 accuracy: 50.5859375
DEBUG:root:Epoch: 45	Loss: 1.8106292486190796	Top1 accuracy: 51.953125
DEBUG:root:Epoch: 46	Loss: 1.918113112449646	Top1 accuracy: 50.9765625
DEBUG:root:Epoch: 47	Loss: 1.9751912355422974	Top1 accuracy: 51.171875
DEBUG:root:Epoch: 48	Loss: 1.8550033569335938	Top1 accuracy: 50.78125
DEBUG:root:Epoch: 49	Loss: 1.800583004951477	Top1 accuracy: 53.515625
DEBUG:root:Epoch: 50	Loss: 1.798028588294983	Top1 accuracy: 53.515625
DEBUG:root:Epoch: 51	Loss: 1.771625280380249	Top1 accuracy: 50.9765625
DEBUG:root:Epoch: 52	Loss: 1.8540536165237427	Top1 accuracy: 56.25
DEBUG:root:Epoch: 53	Loss: 1.6964889764785767	Top1 accuracy: 59.1796875
DEBUG:root:Epoch: 54	Loss: 1.662247896194458	Top1 accuracy: 55.2734375
DEBUG:root:Epoch: 55	Loss: 1.6365612745285034	Top1 accuracy: 54.4921875
DEBUG:root:Epoch: 56	Loss: 1.698807954788208	Top1 accuracy: 52.1484375
DEBUG:root:Epoch: 57	Loss: 1.7383298873901367	Top1 accuracy: 53.3203125
DEBUG:root:Epoch: 58	Loss: 1.7079578638076782	Top1 accuracy: 53.3203125
DEBUG:root:Epoch: 59	Loss: 1.622673749923706	Top1 accuracy: 54.6875
DEBUG:root:Epoch: 60	Loss: 1.6670970916748047	Top1 accuracy: 58.203125
DEBUG:root:Epoch: 61	Loss: 1.6953269243240356	Top1 accuracy: 53.125
DEBUG:root:Epoch: 62	Loss: 1.5830163955688477	Top1 accuracy: 56.0546875
DEBUG:root:Epoch: 63	Loss: 1.676924705505371	Top1 accuracy: 59.9609375
DEBUG:root:Epoch: 64	Loss: 1.6823240518569946	Top1 accuracy: 54.8828125
DEBUG:root:Epoch: 65	Loss: 1.699122667312622	Top1 accuracy: 57.8125
DEBUG:root:Epoch: 66	Loss: 1.6181226968765259	Top1 accuracy: 57.8125
DEBUG:root:Epoch: 67	Loss: 1.4222261905670166	Top1 accuracy: 59.1796875
DEBUG:root:Epoch: 68	Loss: 1.4860661029815674	Top1 accuracy: 59.9609375
DEBUG:root:Epoch: 69	Loss: 1.5682497024536133	Top1 accuracy: 61.71875
DEBUG:root:Epoch: 70	Loss: 1.579379916191101	Top1 accuracy: 59.375
DEBUG:root:Epoch: 71	Loss: 1.5720019340515137	Top1 accuracy: 60.546875
DEBUG:root:Epoch: 72	Loss: 1.5745117664337158	Top1 accuracy: 61.71875
DEBUG:root:Epoch: 73	Loss: 1.4323939085006714	Top1 accuracy: 58.7890625
DEBUG:root:Epoch: 74	Loss: 1.4410583972930908	Top1 accuracy: 62.3046875
DEBUG:root:Epoch: 75	Loss: 1.4389424324035645	Top1 accuracy: 59.1796875
DEBUG:root:Epoch: 76	Loss: 1.5640746355056763	Top1 accuracy: 65.4296875
DEBUG:root:Epoch: 77	Loss: 1.5324742794036865	Top1 accuracy: 62.109375
DEBUG:root:Epoch: 78	Loss: 1.3210444450378418	Top1 accuracy: 61.71875
DEBUG:root:Epoch: 79	Loss: 1.4102649688720703	Top1 accuracy: 59.375
DEBUG:root:Epoch: 80	Loss: 1.4205378293991089	Top1 accuracy: 61.5234375
DEBUG:root:Epoch: 81	Loss: 1.443635106086731	Top1 accuracy: 59.1796875
DEBUG:root:Epoch: 82	Loss: 1.3496564626693726	Top1 accuracy: 58.3984375
DEBUG:root:Epoch: 83	Loss: 1.4005968570709229	Top1 accuracy: 60.9375
DEBUG:root:Epoch: 84	Loss: 1.3868812322616577	Top1 accuracy: 61.328125
DEBUG:root:Epoch: 85	Loss: 1.52229905128479	Top1 accuracy: 58.3984375
DEBUG:root:Epoch: 86	Loss: 1.435401201248169	Top1 accuracy: 62.890625
DEBUG:root:Epoch: 87	Loss: 1.388777256011963	Top1 accuracy: 65.0390625
DEBUG:root:Epoch: 88	Loss: 1.4379231929779053	Top1 accuracy: 65.234375
DEBUG:root:Epoch: 89	Loss: 1.3436990976333618	Top1 accuracy: 64.6484375
DEBUG:root:Epoch: 90	Loss: 1.422302007675171	Top1 accuracy: 66.9921875
DEBUG:root:Epoch: 91	Loss: 1.3136214017868042	Top1 accuracy: 67.96875
DEBUG:root:Epoch: 92	Loss: 1.1713873147964478	Top1 accuracy: 67.1875
DEBUG:root:Epoch: 93	Loss: 1.276502251625061	Top1 accuracy: 62.109375
DEBUG:root:Epoch: 94	Loss: 1.33345365524292	Top1 accuracy: 67.7734375
DEBUG:root:Epoch: 95	Loss: 1.3705613613128662	Top1 accuracy: 63.671875
DEBUG:root:Epoch: 96	Loss: 1.3069872856140137	Top1 accuracy: 65.625
DEBUG:root:Epoch: 97	Loss: 1.3961189985275269	Top1 accuracy: 60.3515625
DEBUG:root:Epoch: 98	Loss: 1.470332145690918	Top1 accuracy: 62.890625
DEBUG:root:Epoch: 99	Loss: 1.3513692617416382	Top1 accuracy: 62.890625
INFO:root:Training has finished.
INFO:root:Model checkpoint and metadata has been saved at runs/Jun25_15-00-15_user-AS-4124GS-TNR.
